Price,Adj Close,Close,High,Low,Open,Volume,SMA10,SMA20,Date
Ticker,AMD,AMD,AMD,AMD,AMD,AMD,,,
Date,,,,,,,,,
2024-08-21,157.80999755859375,157.80999755859375,158.64999389648438,155.07000732421875,156.1199951171875,42791200,145.46500091552736,140.71700057983398,2024-08-21
2024-08-22,151.6999969482422,151.6999969482422,159.83999633789062,151.00999450683594,158.8699951171875,45737300,147.00299987792968,141.38600006103516,2024-08-22
2024-08-23,154.97999572753906,154.97999572753906,156.39999389648438,151.8300018310547,153.60000610351562,43694600,149.0739990234375,142.1354995727539,2024-08-23
2024-08-26,149.99000549316406,149.99000549316406,158.27999877929688,148.91000366210938,154.6999969482422,49893300,150.3959991455078,142.64749984741212,2024-08-26
2024-08-27,150.5,150.5,151.6999969482422,148.44000244140625,150.1300048828125,35102700,151.33299865722657,143.2504997253418,2024-08-27
2024-08-28,146.36000061035156,146.36000061035156,150.42999267578125,144.72000122070312,149.39999389648438,34075800,151.8939987182617,143.34449996948243,2024-08-28
2024-08-29,145.49000549316406,145.49000549316406,149.49000549316406,144.47000122070312,146.58999633789062,31602100,151.70699920654297,143.99200057983398,2024-08-29
2024-08-30,148.55999755859375,148.55999755859375,148.99000549316406,145.25,147.52000427246094,31169100,151.70699920654297,144.79500045776368,2024-08-30
2024-09-03,136.94000244140625,136.94000244140625,146.49000549316406,136.10000610351562,146.41000366210938,42172700,149.8729995727539,144.90100021362304,2024-09-03
2024-09-04,140.8699951171875,140.8699951171875,143.3699951171875,138.50999450683594,140.50999450683594,42130600,148.31999969482422,145.43550033569335,2024-09-04
2024-09-05,139.44000244140625,139.44000244140625,141.7100067138672,137.8300018310547,138.1999969482422,25023000,146.48300018310547,145.9740005493164,2024-09-05
2024-09-06,134.35000610351562,134.35000610351562,139.1300048828125,132.11000061035156,138.6999969482422,39993500,144.7480010986328,145.87550048828126,2024-09-06
2024-09-09,138.14999389648438,138.14999389648438,138.4499969482422,134.86000061035156,136.10000610351562,27194500,143.06500091552735,146.06949996948242,2024-09-09
2024-09-10,142.83999633789062,142.83999633789062,143.0800018310547,137.25,139.05999755859375,37217500,142.35,146.3729995727539,2024-09-10
2024-09-11,149.86000061035156,149.86000061035156,150.16000366210938,140.7100067138672,145.32000732421875,50935400,142.28600006103517,146.80949935913085,2024-09-11
2024-09-12,150.77000427246094,150.77000427246094,151.5399932861328,147.64999389648438,148.42999267578125,29286200,142.72700042724608,147.3104995727539,2024-09-12
2024-09-13,152.30999755859375,152.30999755859375,153.02999877929688,150.6999969482422,152.32000732421875,25117200,143.40899963378905,147.55799942016603,2024-09-13
2024-09-16,152.0800018310547,152.0800018310547,154.44000244140625,150.91000366210938,151.6999969482422,27677800,143.76100006103516,147.73399963378907,2024-09-16
2024-09-17,150.82000732421875,150.82000732421875,154.0399932861328,149.22999572753906,153.5500030517578,29889000,145.1490005493164,147.51100006103516,2024-09-17
2024-09-18,148.2899932861328,148.2899932861328,152.82000732421875,148.00999450683594,150.89999389648438,26320100,145.89100036621093,147.1055000305176,2024-09-18
2024-09-19,156.74000549316406,156.74000549316406,159.25,152.77000427246094,153.80999755859375,44500000,147.62100067138672,147.0520004272461,2024-09-19
2024-09-20,155.9499969482422,155.9499969482422,157.4499969482422,152.47000122070312,156.0,40248200,149.78099975585937,147.2645004272461,2024-09-20
2024-09-23,156.75,156.75,157.19000244140625,154.97000122070312,156.4499969482422,21728500,151.64100036621093,147.35300064086914,2024-09-23
2024-09-24,158.32000732421875,158.32000732421875,159.63999938964844,154.5800018310547,157.4600067138672,27531200,153.18900146484376,147.76950073242188,2024-09-24
2024-09-25,162.02000427246094,162.02000427246094,162.9499969482422,158.17999267578125,158.5,35233300,154.40500183105468,148.34550094604492,2024-09-25
2024-09-26,167.49000549316406,167.49000549316406,168.67999267578125,164.0500030517578,167.05999755859375,38044900,156.077001953125,149.40200119018556,2024-09-26
2024-09-27,164.35000610351562,164.35000610351562,168.72999572753906,163.74000549316406,167.47999572753906,27876000,157.2810028076172,150.34500122070312,2024-09-27
2024-09-30,164.0800018310547,164.0800018310547,165.0800018310547,162.17999267578125,163.10000610351562,21881600,158.4810028076172,151.12100143432616,2024-09-30
2024-10-01,159.75,159.75,165.39999389648438,158.0800018310547,164.47999572753906,31831900,159.3740020751953,152.26150131225586,2024-10-01
2024-10-02,159.77999877929688,159.77999877929688,163.10000610351562,158.6699981689453,159.30999755859375,24630400,160.52300262451172,153.20700149536134,2024-10-02
2024-10-03,162.85000610351562,162.85000610351562,166.7899932861328,159.39999389648438,159.7100067138672,29598800,161.13400268554688,154.37750167846679,2024-10-03
2024-10-04,170.89999389648438,170.89999389648438,171.2100067138672,164.4199981689453,166.52999877929688,44556500,162.6290023803711,156.20500106811522,2024-10-04
2024-10-07,170.97000122070312,170.97000122070312,172.41000366210938,168.2100067138672,171.0800018310547,38379900,164.0510025024414,157.84600143432618,2024-10-07
2024-10-08,172.8000030517578,172.8000030517578,173.60000610351562,170.0,171.75,34730200,165.4990020751953,159.34400177001953,2024-10-08
2024-10-09,171.02000427246094,171.02000427246094,174.0500030517578,169.5500030517578,174.0500030517578,33890700,166.3990020751953,160.402001953125,2024-10-09
2024-10-10,164.17999267578125,164.17999267578125,172.00999450683594,162.0,169.75999450683594,75113600,166.06800079345703,161.072501373291,2024-10-10
2024-10-11,167.88999938964844,167.88999938964844,169.35000610351562,163.00999450683594,164.19000244140625,42136200,166.4220001220703,161.85150146484375,2024-10-11
2024-10-14,165.27000427246094,165.27000427246094,168.89999389648438,165.14999389648438,167.77000427246094,31757200,166.54100036621094,162.51100158691406,2024-10-14
2024-10-15,156.63999938964844,156.63999938964844,164.1300048828125,155.74000549316406,163.2100067138672,50768000,166.2300003051758,162.80200119018554,2024-10-15
2024-10-16,156.1300048828125,156.1300048828125,158.27999877929688,154.9199981689453,158.07000732421875,30575800,165.86500091552733,163.19400177001953,2024-10-16
2024-10-17,156.25,156.25,160.44000244140625,156.1999969482422,160.0,29491900,165.2050003051758,163.16950149536132,2024-10-17
2024-10-18,155.97000122070312,155.97000122070312,158.00999450683594,155.55999755859375,157.41000366210938,23823000,163.71200103759764,163.17050170898438,2024-10-18
2024-10-21,157.89999389648438,157.89999389648438,158.0,154.14999389648438,155.75999450683594,25781200,162.40500030517578,163.2280014038086,2024-10-21
2024-10-22,154.08999633789062,154.08999633789062,156.74000549316406,151.91000366210938,156.60000610351562,34997400,160.53399963378905,163.0165008544922,2024-10-22
2024-10-23,152.91000366210938,152.91000366210938,153.4499969482422,150.52000427246094,153.0,26095900,158.7229995727539,162.5610008239746,2024-10-23
2024-10-24,153.44000244140625,153.44000244140625,155.19000244140625,152.35000610351562,154.74000549316406,22877000,157.6490005493164,161.8585006713867,2024-10-24
2024-10-25,156.22999572753906,156.22999572753906,158.91000366210938,155.0500030517578,155.39999389648438,29758500,156.48300018310547,161.4525001525879,2024-10-25
2024-10-28,159.9199981689453,159.9199981689453,160.27999877929688,157.0399932861328,158.5,36010100,155.9479995727539,161.24449996948243,2024-10-28
2024-10-29,166.25,166.25,167.50999450683594,158.94000244140625,161.10000610351562,71896000,156.90899963378905,161.56949996948242,2024-10-29
2024-10-30,148.60000610351562,148.60000610351562,153.1199951171875,148.10000610351562,153.00999450683594,87701700,156.15599975585937,161.01050033569337,2024-10-30
2024-10-31,144.07000732421875,144.07000732421875,148.67999267578125,143.3300018310547,147.8000030517578,44386600,154.93800048828126,160.0715003967285,2024-10-31
2024-11-01,141.86000061035156,141.86000061035156,144.5399932861328,141.32000732421875,144.44000244140625,39027400,153.5270004272461,158.61950073242187,2024-11-01
2024-11-04,140.7100067138672,140.7100067138672,143.63999938964844,139.72000122070312,141.6999969482422,29117400,151.80800170898436,157.10650100708008,2024-11-04
2024-11-05,141.66000366210938,141.66000366210938,143.0800018310547,140.8000030517578,141.94000244140625,27067300,150.56500244140625,155.54950103759765,2024-11-05
2024-11-06,145.10000610351562,145.10000610351562,145.6300048828125,141.52000427246094,144.9499969482422,32911500,149.78400268554688,154.25350112915038,2024-11-06
2024-11-07,149.82000732421875,149.82000732421875,150.1199951171875,145.66000366210938,146.67999267578125,30326400,149.42200317382813,153.53550186157227,2024-11-07
2024-11-08,147.9499969482422,147.9499969482422,150.7100067138672,147.52999877929688,149.38999938964844,27560300,148.59400329589843,152.53850173950195,2024-11-08
2024-11-11,147.35000610351562,147.35000610351562,148.57000732421875,144.91000366210938,147.3800048828125,29868100,147.33700408935547,151.6425018310547,2024-11-11
2024-11-12,143.6300048828125,143.6300048828125,147.4499969482422,141.5500030517578,147.0,33560300,145.07500457763672,150.99200210571288,2024-11-12
2024-11-13,139.3000030517578,139.3000030517578,144.49000549316406,139.07000732421875,142.86000061035156,35146600,144.14500427246094,150.15050201416017,2024-11-13
2024-11-14,138.83999633789062,138.83999633789062,141.39999389648438,138.55999755859375,140.33999633789062,31681400,143.62200317382812,149.28000183105468,2024-11-14
2024-11-15,134.89999389648438,134.89999389648438,137.35000610351562,133.64999389648438,136.57000732421875,44217500,142.9260025024414,148.22650146484375,2024-11-15
2024-11-18,138.92999267578125,138.92999267578125,140.89999389648438,137.2100067138672,138.19000244140625,38782400,142.7480010986328,147.2780014038086,2024-11-18
2024-11-19,139.38999938964844,139.38999938964844,139.75,137.13999938964844,137.41000366210938,23131400,142.52100067138673,146.5430015563965,2024-11-19
2024-11-20,137.60000610351562,137.60000610351562,140.77000427246094,135.47999572753906,138.9600067138672,28843100,141.77100067138673,145.7775016784668,2024-11-20
2024-11-21,137.49000549316406,137.49000549316406,140.27999877929688,134.92999267578125,138.8699951171875,29311400,140.53800048828126,144.9800018310547,2024-11-21
2024-11-22,138.35000610351562,138.35000610351562,139.1300048828125,137.0399932861328,137.35000610351562,21784700,139.5780014038086,144.08600234985352,2024-11-22
2024-11-25,141.1300048828125,141.1300048828125,142.35000610351562,139.0500030517578,140.49000549316406,30923100,138.95600128173828,143.14650268554686,2024-11-25
2024-11-26,137.72000122070312,137.72000122070312,142.8000030517578,136.6199951171875,142.5500030517578,32092400,138.36500091552733,141.72000274658203,2024-11-26
2024-11-27,136.24000549316406,136.24000549316406,137.94000244140625,132.9600067138672,137.1999969482422,30175300,138.05900115966796,141.10200271606445,2024-11-27
2024-11-29,137.1750030517578,137.1750030517578,138.5876007080078,135.77999877929688,136.30999755859375,15926728,137.8925018310547,140.75725250244142,2024-11-29
